Date,Close,High,Low,Open,Volume,Ticker,Company,Sector
2026-01-29,3144.39990234375,3200.10009765625,3125.60009765625,3200.10009765625,2457641,TCS.NS,TCS,IT
2026-01-30,3123.89990234375,3141.0,3092.0,3141.0,3022068,TCS.NS,TCS,IT
2026-02-02,3169.60009765625,3198.0,3134.0,3198.0,2636272,TCS.NS,TCS,IT
2026-02-03,3225.300048828125,3350.0,3186.300048828125,3350.0,4366060,TCS.NS,TCS,IT
2026-02-04,2999.10009765625,3120.0,2986.0,3120.0,10852595,TCS.NS,TCS,IT
2026-02-05,2991.5,3029.699951171875,2972.300048828125,2990.0,3521545,TCS.NS,TCS,IT
2026-02-06,2941.60009765625,2985.0,2916.0,2976.60009765625,4687389,TCS.NS,TCS,IT
2026-02-09,2948.199951171875,2977.0,2937.5,2959.10009765625,2380318,TCS.NS,TCS,IT
2026-02-10,2984.60009765625,3011.60009765625,2943.5,2949.800048828125,3547763,TCS.NS,TCS,IT
2026-02-11,2909.800048828125,2998.0,2904.199951171875,2980.0,3363513,TCS.NS,TCS,IT
2026-02-12,2750.10009765625,2880.0,2740.0,2869.800048828125,10612156,TCS.NS,TCS,IT
2026-02-13,2692.199951171875,2713.0,2585.0,2585.0,11168735,TCS.NS,TCS,IT
2026-02-16,2706.60009765625,2719.800048828125,2671.0,2700.0,2918730,TCS.NS,TCS,IT
2026-02-17,2717.39990234375,2760.0,2695.199951171875,2716.0,4209118,TCS.NS,TCS,IT
2026-02-18,2694.89990234375,2730.0,2657.300048828125,2730.0,2950820,TCS.NS,TCS,IT
2026-02-19,2677.89990234375,2748.699951171875,2666.60009765625,2708.0,3238849,TCS.NS,TCS,IT
2026-02-20,2686.199951171875,2702.60009765625,2647.5,2667.0,2293482,TCS.NS,TCS,IT
2026-02-23,2676.300048828125,2704.0,2660.199951171875,2686.0,4699596,TCS.NS,TCS,IT
2026-02-24,2573.699951171875,2647.5,2561.300048828125,2641.0,7798833,TCS.NS,TCS,IT
2026-02-25,2629.300048828125,2654.199951171875,2595.0,2596.0,3621285,TCS.NS,TCS,IT
2026-02-26,2647.699951171875,2671.0,2635.0,2650.0,3464267,TCS.NS,TCS,IT
2026-02-27,2637.39990234375,2688.60009765625,2626.10009765625,2681.60009765625,5083717,TCS.NS,TCS,IT
2026-03-02,2613.5,2623.800048828125,2580.300048828125,2592.0,3374385,TCS.NS,TCS,IT
2026-03-04,2587.800048828125,2635.0,2580.39990234375,2625.0,3446434,TCS.NS,TCS,IT
2026-03-05,2578.800048828125,2609.5,2546.39990234375,2600.0,2960636,TCS.NS,TCS,IT
2026-03-06,2557.60009765625,2619.199951171875,2553.60009765625,2572.0,3998643,TCS.NS,TCS,IT
2026-03-09,2527.39990234375,2560.0,2505.0,2530.0,3653428,TCS.NS,TCS,IT
2026-03-10,2513.10009765625,2545.199951171875,2490.10009765625,2541.0,4323710,TCS.NS,TCS,IT
2026-03-11,2464.89990234375,2521.0,2460.10009765625,2508.10009765625,2720664,TCS.NS,TCS,IT
2026-03-12,2442.39990234375,2472.89990234375,2436.0,2459.800048828125,2752075,TCS.NS,TCS,IT
2026-03-13,2410.5,2445.89990234375,2397.0,2437.0,2466488,TCS.NS,TCS,IT
2026-03-16,2409.199951171875,2425.0,2366.10009765625,2410.0,3807907,TCS.NS,TCS,IT
2026-03-17,2391.699951171875,2420.0,2360.0,2420.0,2993367,TCS.NS,TCS,IT
2026-03-18,2440.800048828125,2482.89990234375,2410.0,2410.0,3082388,TCS.NS,TCS,IT
2026-03-19,2356.0,2424.0,2350.199951171875,2417.0,2757060,TCS.NS,TCS,IT
2026-03-20,2390.60009765625,2407.800048828125,2364.199951171875,2386.0,4206320,TCS.NS,TCS,IT
2026-03-23,2383.800048828125,2406.800048828125,2348.0,2365.0,3860515,TCS.NS,TCS,IT
2026-03-24,2398.800048828125,2435.39990234375,2379.10009765625,2404.10009765625,3420182,TCS.NS,TCS,IT
2026-03-25,2377.39990234375,2421.60009765625,2369.800048828125,2400.89990234375,5843778,TCS.NS,TCS,IT
2026-03-27,2389.800048828125,2422.10009765625,2385.0,2403.89990234375,4979411,TCS.NS,TCS,IT
2026-03-30,2358.89990234375,2398.0,2346.199951171875,2375.10009765625,6804756,TCS.NS,TCS,IT
2026-04-01,2408.199951171875,2472.0,2397.89990234375,2429.0,4132661,TCS.NS,TCS,IT
2026-04-02,2450.699951171875,2469.89990234375,2375.699951171875,2386.0,5378361,TCS.NS,TCS,IT
2026-04-06,2473.89990234375,2482.0,2448.199951171875,2474.0,2572417,TCS.NS,TCS,IT
2026-04-07,2539.800048828125,2543.89990234375,2448.0,2461.0,4516550,TCS.NS,TCS,IT
2026-04-08,2559.199951171875,2580.300048828125,2540.10009765625,2572.0,4769337,TCS.NS,TCS,IT
2026-04-09,2589.0,2605.0,2531.10009765625,2554.0,5628261,TCS.NS,TCS,IT
2026-04-10,2524.300048828125,2565.800048828125,2501.10009765625,2565.800048828125,10480239,TCS.NS,TCS,IT
2026-04-13,2472.60009765625,2504.89990234375,2470.0,2489.89990234375,3739587,TCS.NS,TCS,IT
2026-04-15,2554.89990234375,2559.0,2493.39990234375,2501.89990234375,5261384,TCS.NS,TCS,IT
2026-04-16,2576.89990234375,2594.0,2558.0,2572.0,3905403,TCS.NS,TCS,IT
2026-04-17,2581.5,2589.0,2555.89990234375,2570.0,2718206,TCS.NS,TCS,IT
2026-04-20,2579.60009765625,2594.0,2561.199951171875,2587.10009765625,2288558,TCS.NS,TCS,IT
2026-04-21,2610.5,2614.0,2560.0,2560.0,2719959,TCS.NS,TCS,IT
2026-04-22,2538.5,2580.0,2503.60009765625,2580.0,5232045,TCS.NS,TCS,IT
2026-04-23,2521.800048828125,2559.5,2516.300048828125,2529.0,2509050,TCS.NS,TCS,IT
2026-04-24,2396.89990234375,2505.0,2388.800048828125,2488.0,5107719,TCS.NS,TCS,IT
2026-04-27,2447.60009765625,2459.0,2396.89990234375,2396.89990234375,5853425,TCS.NS,TCS,IT
2026-04-28,2444.699951171875,2487.0,2427.39990234375,2444.0,4508363,TCS.NS,TCS,IT
2026-04-29,2474.699951171875,2487.89990234375,2447.60009765625,2451.0,2835961,TCS.NS,TCS,IT
2026-04-30,2473.89990234375,2491.0,2438.0,2479.0,3970446,TCS.NS,TCS,IT
2026-05-01,2473.89990234375,2473.89990234375,2473.89990234375,2473.89990234375,0,TCS.NS,TCS,IT
2026-05-04,2431.300048828125,2498.300048828125,2425.0,2494.0,2632358,TCS.NS,TCS,IT
2026-05-05,2427.300048828125,2460.39990234375,2412.199951171875,2430.0,3385720,TCS.NS,TCS,IT
2026-05-06,2435.39990234375,2471.0,2406.5,2441.89990234375,3147628,TCS.NS,TCS,IT
2026-05-07,2401.39990234375,2439.699951171875,2398.0,2438.199951171875,5829594,TCS.NS,TCS,IT
2026-05-08,2394.39990234375,2407.0,2375.10009765625,2398.0,3792199,TCS.NS,TCS,IT
2026-05-11,2392.89990234375,2415.0,2371.0,2371.0,1975188,TCS.NS,TCS,IT
2026-05-12,2300.300048828125,2375.0,2283.0,2375.0,6347884,TCS.NS,TCS,IT
2026-05-13,2272.800048828125,2309.199951171875,2269.0,2306.0,3171843,TCS.NS,TCS,IT
2026-05-14,2246.0,2265.0,2206.39990234375,2265.0,5633313,TCS.NS,TCS,IT
2026-05-15,2264.0,2304.89990234375,2252.0,2252.0,3410637,TCS.NS,TCS,IT
2026-05-18,2283.199951171875,2292.89990234375,2252.199951171875,2264.0,3773336,TCS.NS,TCS,IT
2026-05-19,2327.10009765625,2377.60009765625,2297.10009765625,2300.0,10394707,TCS.NS,TCS,IT
2026-05-20,,,,,2536699,TCS.NS,TCS,IT
